Type de ticket,Priorité,Nombre de Champs personnalisés (Participants),Annee,Jour,Mois,Nombre de Composants,Nombre de Versions corrigées,Nb_heures,Type de Version
Tâche,3,5,2018,4,7,4,2,2,Mineur
Nouvelle fonctionnalité,5,4,2016,4,3,3,3,26,Majeur
Patch,5,4,2012,1,4,3,4,28,Patch
Sous-tâche,4,5,2011,2,2,4,2,5,Patch
Amélioration,3,5,2008,5,7,4,4,3,Mineur
Tâche,4,4,2005,5,12,4,4,17,Patch
Tâche,4,4,2011,2,4,3,4,17,Majeur
Amélioration,5,4,2012,4,5,3,4,27,Mineur
Sous-tâche,5,5,2006,3,8,4,4,9,Mineur
Patch,3,4,2016,4,10,3,4,12,Majeur
Bug,5,5,2013,7,7,3,4,5,Majeur
Amélioration,5,4,2014,3,7,4,2,28,Mineur
Sous-tâche,4,5,2004,1,9,4,2,3,Patch
Nouvelle fonctionnalité,5,4,2020,1,9,3,4,25,Patch
Nouvelle fonctionnalité,5,4,2015,3,8,4,4,26,Majeur
Tâche,4,5,2017,7,6,3,4,3,Majeur
Patch,4,4,2011,7,4,4,3,15,Patch
Patch,4,5,2021,6,3,3,2,6,Mineur
Amélioration,5,4,2010,1,4,3,3,25,Patch
Patch,3,5,2019,7,7,4,2,2,Majeur
Nouvelle fonctionnalité,5,4,2006,1,4,4,4,29,Patch
Nouvelle fonctionnalité,4,4,2012,5,8,3,3,16,Patch
Bug,3,4,2021,4,3,4,4,14,Patch
Sous-tâche,4,4,2011,4,1,3,4,15,Majeur
Amélioration,3,5,2010,7,8,4,2,3,Mineur
Patch,4,4,2006,1,11,3,3,16,Patch
Tâche,3,5,2006,4,9,3,2,2,Patch
Bug,4,5,2014,1,8,3,3,6,Mineur
Bug,3,4,2011,3,4,4,2,10,Majeur
Patch,4,5,2013,1,11,3,2,6,Majeur
Sous-tâche,4,5,2014,1,4,3,2,3,Majeur
Patch,4,5,2014,2,11,4,2,6,Majeur
Tâche,4,5,2009,5,5,4,4,7,Patch
Patch,3,4,2014,7,2,4,4,12,Patch
Sous-tâche,3,5,2021,7,6,4,3,2,Majeur
Bug,3,4,2018,6,12,4,2,13,Patch
Nouvelle fonctionnalité,5,5,2013,1,8,3,3,8,Patch
Bug,4,4,2017,6,10,4,3,15,Majeur
Bug,5,4,2019,7,4,4,3,28,Mineur
Nouvelle fonctionnalité,4,4,2009,7,10,4,2,17,Mineur
Patch,5,5,2005,6,6,4,4,8,Mineur
Amélioration,5,4,2013,1,5,4,3,27,Mineur
Sous-tâche,3,4,2013,3,5,4,3,10,Patch
Tâche,5,5,2019,2,11,4,3,9,Mineur
Bug,4,5,2016,2,11,4,3,4,Mineur
Patch,3,4,2022,7,10,3,3,12,Majeur
Nouvelle fonctionnalité,5,4,2016,1,7,4,2,27,Patch
Bug,5,5,2015,6,10,4,3,4,Patch
Amélioration,3,4,2004,4,9,4,4,13,Patch
Bug,5,4,2014,3,6,4,2,28,Mineur
Nouvelle fonctionnalité,3,5,2007,7,6,4,4,5,Mineur
Sous-tâche,4,4,2004,7,9,3,3,15,Patch
Sous-tâche,4,5,2017,6,11,3,4,4,Majeur
Amélioration,3,4,2014,1,8,4,2,12,Mineur
Bug,5,4,2018,3,8,4,2,29,Mineur
Amélioration,3,5,2017,4,9,3,4,5,Mineur
Patch,4,4,2020,3,3,3,4,16,Majeur
Tâche,3,4,2004,7,9,4,2,14,Patch
Amélioration,3,5,2007,3,4,3,2,1,Majeur
Nouvelle fonctionnalité,4,5,2005,3,6,3,2,3,Patch
Patch,4,5,2009,1,5,4,2,3,Patch
Sous-tâche,4,4,2019,2,5,4,2,15,Patch
Tâche,3,5,2013,6,10,3,3,3,Patch
Patch,5,5,2009,6,10,4,3,6,Majeur
Bug,3,4,2013,5,6,4,4,11,Mineur
Patch,4,5,2019,5,9,4,4,3,Patch
Amélioration,4,4,2005,4,10,4,4,16,Majeur
Amélioration,4,4,2018,2,9,4,3,16,Patch
Amélioration,3,5,2013,2,11,4,4,2,Majeur
Nouvelle fonctionnalité,4,5,2016,3,11,3,4,7,Mineur
Patch,5,5,2019,5,1,4,4,7,Mineur
Patch,3,4,2019,1,5,3,3,14,Mineur
Nouvelle fonctionnalité,5,5,2016,4,7,4,3,6,Mineur
Tâche,5,4,2011,2,4,3,4,28,Patch
Sous-tâche,3,4,2006,6,10,3,4,13,Majeur
Sous-tâche,3,4,2022,4,1,3,2,10,Patch
Amélioration,5,4,2013,2,5,3,3,25,Majeur
Tâche,4,4,2006,1,6,4,4,15,Patch
Nouvelle fonctionnalité,4,5,2006,1,5,3,2,5,Majeur
Tâche,3,4,2010,6,8,4,4,14,Mineur
Tâche,4,5,2014,6,6,3,2,4,Majeur
Patch,4,5,2012,5,11,3,2,2,Majeur
Patch,3,5,2004,6,1,4,3,4,Mineur
Bug,5,4,2010,3,1,3,4,26,Mineur
Patch,5,4,2011,7,1,3,3,27,Patch
Amélioration,3,4,2016,5,2,3,3,12,Patch
Tâche,4,4,2014,4,8,4,4,16,Patch
Tâche,3,5,2011,4,7,4,3,5,Patch
Sous-tâche,4,4,2014,7,1,4,3,16,Mineur
Tâche,5,5,2021,1,5,4,3,7,Patch
Nouvelle fonctionnalité,5,5,2007,4,5,3,3,5,Mineur
Tâche,4,5,2006,3,2,3,4,6,Patch
Amélioration,4,4,2011,3,11,4,4,17,Patch
Sous-tâche,3,4,2009,6,4,3,2,13,Majeur
Nouvelle fonctionnalité,3,4,2011,7,6,3,3,14,Patch
Sous-tâche,3,5,2007,4,10,4,4,3,Patch
Tâche,3,4,2011,1,8,3,3,14,Patch
Patch,4,5,2006,3,2,3,2,2,Majeur
Nouvelle fonctionnalité,5,4,2015,5,10,3,4,25,Patch
Nouvelle fonctionnalité,5,5,2007,1,12,4,2,8,Majeur
Patch,4,4,2010,2,5,4,2,16,Patch
Patch,4,4,2006,3,6,3,3,15,Patch
Patch,5,4,2022,6,12,4,3,28,Patch
Bug,4,4,2018,5,4,3,3,17,Patch
Patch,4,4,2020,6,10,4,2,15,Mineur
Amélioration,5,4,2019,3,4,3,3,28,Patch
Sous-tâche,3,4,2018,6,7,3,3,14,Majeur
Sous-tâche,4,4,2018,7,3,4,4,16,Mineur
Sous-tâche,4,4,2010,6,5,3,2,15,Patch
Amélioration,3,4,2017,2,2,4,3,13,Patch
Nouvelle fonctionnalité,3,5,2019,3,11,4,4,3,Mineur
Patch,3,4,2009,1,9,4,4,10,Mineur
Sous-tâche,5,5,2006,4,6,4,3,6,Patch
Bug,3,4,2011,2,5,3,2,13,Patch
Bug,5,4,2009,6,8,4,3,26,Patch
Bug,4,4,2005,2,11,3,4,17,Patch
Tâche,5,5,2012,4,7,4,3,4,Majeur
Amélioration,4,5,2018,4,9,4,4,6,Patch
Patch,4,5,2008,7,7,4,3,5,Mineur
Tâche,4,4,2008,2,12,3,2,17,Mineur
Bug,4,4,2018,5,4,4,3,16,Mineur
Bug,5,5,2022,4,1,4,2,9,Majeur
Tâche,4,5,2011,6,11,4,3,2,Patch
Nouvelle fonctionnalité,5,4,2009,5,7,4,2,26,Patch
Bug,4,4,2012,3,10,3,2,17,Patch
Patch,4,5,2004,5,5,4,3,5,Patch
Nouvelle fonctionnalité,3,5,2017,6,1,3,4,3,Patch
Nouvelle fonctionnalité,4,4,2015,6,9,4,3,17,Mineur
Tâche,3,5,2005,7,7,4,3,5,Mineur
Nouvelle fonctionnalité,3,4,2022,7,2,4,3,14,Majeur
Bug,3,5,2013,1,11,4,4,2,Patch
Bug,3,5,2022,4,4,4,4,4,Mineur
Patch,3,4,2022,2,2,4,2,11,Majeur
Amélioration,5,5,2016,3,6,3,2,9,Patch
Patch,5,5,2017,6,5,3,2,9,Mineur
Amélioration,3,4,2007,7,10,3,2,13,Mineur
Tâche,4,5,2005,3,5,4,2,5,Patch
Sous-tâche,4,5,2016,1,6,4,2,2,Patch
Nouvelle fonctionnalité,4,4,2004,6,3,3,3,15,Patch
Bug,3,4,2022,2,1,3,3,13,Majeur
Tâche,5,4,2005,3,7,4,3,28,Patch
Nouvelle fonctionnalité,3,4,2016,4,7,4,2,13,Mineur
Tâche,3,4,2015,5,4,4,4,13,Mineur
Tâche,4,5,2021,7,3,4,3,7,Majeur
Amélioration,4,5,2013,3,11,4,3,2,Majeur
Patch,3,5,2007,5,11,3,3,2,Patch
Sous-tâche,5,5,2013,3,1,4,4,6,Patch
Patch,5,5,2014,6,1,3,2,4,Mineur
Patch,3,4,2012,5,11,3,2,12,Mineur
Amélioration,3,5,2006,4,7,4,4,2,Majeur
Patch,5,4,2022,4,12,3,2,29,Mineur
Tâche,4,4,2019,4,4,4,2,17,Majeur
Tâche,4,4,2020,1,12,3,2,17,Majeur
Tâche,5,5,2018,4,12,4,2,9,Mineur
Sous-tâche,4,5,2013,1,1,4,3,3,Majeur
Patch,5,4,2007,7,1,3,2,26,Majeur
Bug,4,4,2017,6,12,4,4,17,Mineur
Patch,5,4,2019,4,6,4,4,28,Patch
Tâche,4,5,2019,5,6,4,4,2,Mineur
Bug,3,4,2004,2,7,4,3,10,Majeur
Bug,3,4,2017,3,12,4,2,10,Mineur
Sous-tâche,3,4,2018,1,11,3,4,12,Patch
Nouvelle fonctionnalité,4,5,2020,2,5,3,3,5,Mineur
Amélioration,3,4,2005,3,12,3,4,14,Mineur
Patch,5,4,2006,5,3,3,2,28,Patch
Nouvelle fonctionnalité,4,4,2022,4,5,4,3,16,Majeur
Tâche,4,5,2012,6,12,4,2,2,Mineur
Sous-tâche,3,4,2018,2,5,4,2,14,Patch
Patch,3,5,2020,6,12,4,4,2,Patch
Sous-tâche,3,5,2017,1,11,4,4,1,Majeur
Sous-tâche,5,4,2008,2,7,3,2,25,Patch
Patch,3,4,2013,4,4,3,2,10,Majeur
Sous-tâche,5,5,2014,3,3,4,2,8,Patch
Amélioration,3,4,2008,1,2,3,4,13,Majeur
Amélioration,3,5,2010,3,5,3,3,4,Mineur
Nouvelle fonctionnalité,5,5,2020,3,11,3,2,4,Mineur
Tâche,3,4,2008,3,7,3,2,12,Mineur
Tâche,4,4,2016,2,12,3,3,15,Mineur
Amélioration,5,4,2021,6,6,4,3,26,Majeur
Patch,3,5,2015,1,8,3,2,1,Mineur
Nouvelle fonctionnalité,4,4,2005,5,9,4,4,15,Mineur
Patch,4,4,2011,6,6,4,2,16,Majeur
Amélioration,5,4,2011,6,6,3,2,29,Mineur
Bug,5,5,2004,1,11,3,3,4,Patch
Sous-tâche,5,4,2008,5,9,3,2,28,Mineur
Sous-tâche,5,5,2011,7,10,3,3,6,Mineur
Nouvelle fonctionnalité,5,5,2018,6,7,4,4,4,Majeur
Nouvelle fonctionnalité,3,4,2010,3,8,4,3,10,Mineur
Sous-tâche,3,5,2004,5,10,4,4,4,Patch
Patch,5,4,2021,5,9,3,4,29,Majeur
Tâche,5,5,2015,6,3,4,4,6,Majeur
Nouvelle fonctionnalité,5,4,2006,4,7,3,2,27,Majeur
Patch,3,4,2010,2,7,3,4,11,Patch
Sous-tâche,3,4,2020,1,6,4,4,13,Majeur
Nouvelle fonctionnalité,3,5,2008,2,2,3,4,5,Mineur
Amélioration,3,5,2016,6,8,3,4,3,Mineur
Tâche,4,5,2012,4,7,3,3,6,Majeur
Bug,4,4,2013,3,2,4,3,17,Patch
Tâche,4,5,2020,3,5,3,4,3,Majeur
Sous-tâche,3,5,2008,5,3,3,3,3,Majeur
Amélioration,3,5,2017,7,7,3,4,4,Majeur
Tâche,4,5,2006,2,1,3,3,6,Patch
Bug,4,4,2011,2,5,3,3,16,Majeur
Bug,3,5,2016,2,7,3,4,1,Majeur
Nouvelle fonctionnalité,3,5,2004,7,9,4,3,1,Mineur
Sous-tâche,3,5,2019,5,1,4,3,5,Patch
Sous-tâche,4,5,2006,5,1,3,2,6,Mineur
Nouvelle fonctionnalité,5,4,2014,2,3,4,4,27,Majeur
Amélioration,3,4,2012,3,1,3,4,11,Majeur
Sous-tâche,4,4,2009,6,2,3,4,15,Mineur
Tâche,5,4,2008,5,6,4,3,29,Majeur
Tâche,4,5,2011,5,7,4,2,3,Mineur
Sous-tâche,5,4,2018,2,3,4,2,27,Patch
Amélioration,3,4,2005,2,2,4,4,11,Mineur
Sous-tâche,5,5,2021,4,9,3,2,8,Mineur
Patch,4,4,2004,1,8,4,4,15,Mineur
Nouvelle fonctionnalité,3,5,2004,5,2,3,3,5,Mineur
Nouvelle fonctionnalité,4,4,2017,4,11,3,3,15,Mineur
Tâche,5,4,2011,5,4,3,3,28,Mineur
Tâche,5,5,2015,4,1,4,4,9,Patch
Bug,3,4,2018,4,7,3,4,13,Patch
Bug,3,5,2016,5,12,4,2,2,Majeur
Amélioration,4,4,2016,3,7,3,3,17,Patch
Bug,5,5,2015,4,3,3,3,9,Patch
Amélioration,5,4,2019,3,10,3,2,29,Mineur
Amélioration,5,4,2021,7,3,4,2,27,Majeur
Bug,4,5,2010,5,11,4,4,3,Majeur
Sous-tâche,4,5,2009,3,7,3,2,7,Patch
Bug,4,5,2009,7,8,4,2,2,Patch
Patch,3,4,2007,7,6,3,3,12,Mineur
Amélioration,3,5,2010,6,6,3,2,3,Patch
Bug,4,4,2011,4,6,4,3,16,Majeur
Sous-tâche,3,4,2011,1,12,4,4,12,Mineur
Bug,5,5,2015,5,4,4,4,4,Majeur
Bug,3,4,2021,3,12,4,3,11,Patch
Nouvelle fonctionnalité,5,5,2017,4,11,4,4,9,Majeur
Bug,4,4,2022,4,7,3,4,17,Mineur
Patch,5,5,2005,7,10,3,2,9,Mineur
Tâche,4,5,2006,1,4,4,2,7,Majeur
Patch,5,4,2011,2,9,4,2,28,Majeur
Tâche,5,5,2013,5,6,4,3,7,Mineur
Nouvelle fonctionnalité,5,4,2020,1,8,3,3,28,Majeur
Patch,4,4,2021,6,2,3,3,16,Patch
Bug,3,5,2005,4,7,4,4,3,Mineur
Sous-tâche,3,4,2009,2,11,3,2,11,Patch
Nouvelle fonctionnalité,5,5,2021,5,9,4,3,6,Patch
Amélioration,3,5,2011,3,2,3,4,2,Mineur
Bug,3,4,2013,7,2,4,2,11,Patch
Bug,3,5,2020,3,12,3,2,3,Mineur
Sous-tâche,3,5,2020,4,3,4,3,3,Patch
Nouvelle fonctionnalité,4,5,2009,5,10,3,3,7,Majeur
Bug,4,4,2004,6,2,3,2,15,Mineur
Sous-tâche,4,4,2006,3,7,3,3,15,Majeur
Sous-tâche,3,4,2004,1,11,3,3,10,Majeur
Tâche,5,4,2004,4,12,4,3,29,Patch
Sous-tâche,3,5,2004,1,3,4,4,2,Patch
Nouvelle fonctionnalité,5,5,2016,7,7,4,2,5,Patch
Bug,3,5,2009,7,1,3,3,5,Patch
Sous-tâche,4,4,2022,7,12,4,4,15,Majeur
Sous-tâche,5,4,2011,4,8,3,4,26,Majeur
Sous-tâche,5,5,2019,1,3,3,4,4,Mineur
Nouvelle fonctionnalité,4,4,2018,6,4,3,2,15,Mineur
Tâche,4,4,2007,4,10,3,2,17,Majeur
Tâche,4,5,2019,4,3,4,4,4,Majeur
Tâche,5,5,2012,5,2,3,2,5,Patch
Bug,3,5,2011,3,2,4,2,5,Mineur
Amélioration,5,4,2007,6,3,4,4,29,Majeur
Nouvelle fonctionnalité,4,4,2013,7,4,4,3,16,Majeur
Amélioration,4,4,2012,1,6,4,4,15,Majeur
Bug,4,5,2005,4,7,4,4,7,Majeur
Sous-tâche,3,5,2018,6,7,4,4,4,Mineur
Tâche,3,4,2019,6,8,4,4,14,Patch
Sous-tâche,4,4,2015,4,9,3,2,15,Mineur
Bug,5,5,2010,6,10,3,4,6,Mineur
Amélioration,4,5,2018,3,10,4,3,4,Mineur
Nouvelle fonctionnalité,5,5,2022,1,3,4,4,9,Majeur
Bug,4,4,2013,7,6,3,2,16,Majeur
Sous-tâche,5,5,2005,1,7,4,2,4,Majeur
Nouvelle fonctionnalité,5,4,2007,5,5,4,4,26,Majeur
Amélioration,5,5,2007,6,2,4,4,4,Majeur
Nouvelle fonctionnalité,5,4,2010,5,2,4,4,27,Majeur
Nouvelle fonctionnalité,3,4,2015,7,6,4,2,12,Patch
Sous-tâche,4,4,2013,1,5,4,4,17,Mineur
Nouvelle fonctionnalité,5,4,2006,2,11,3,3,29,Mineur
Bug,3,4,2015,1,3,3,3,12,Patch
Sous-tâche,3,5,2016,5,9,4,3,4,Majeur
Patch,3,5,2011,5,3,4,3,4,Patch
Nouvelle fonctionnalité,3,5,2022,6,6,3,2,4,Majeur
Sous-tâche,5,5,2015,3,7,3,4,6,Patch
Patch,4,5,2005,5,3,3,3,4,Mineur
Patch,3,4,2014,1,3,3,4,12,Patch
Sous-tâche,5,4,2005,6,10,3,2,25,Majeur
Tâche,4,4,2020,6,11,4,4,17,Mineur
Amélioration,4,5,2022,1,7,3,2,3,Majeur
Nouvelle fonctionnalité,4,4,2006,3,4,4,2,15,Mineur
Bug,5,4,2021,2,2,3,4,26,Mineur
Tâche,4,5,2004,7,10,3,3,2,Patch
Sous-tâche,3,5,2007,6,5,3,2,5,Mineur
Bug,4,5,2004,2,4,4,2,4,Majeur
Tâche,4,5,2021,6,9,3,2,7,Majeur
Tâche,3,5,2018,6,10,3,4,5,Majeur
Tâche,5,4,2013,5,7,3,2,28,Patch
Tâche,4,5,2017,4,2,3,4,3,Patch
Tâche,4,5,2014,4,12,4,3,5,Majeur
Tâche,3,5,2015,1,12,3,2,5,Patch
Patch,5,4,2016,2,3,4,3,26,Mineur
Bug,4,5,2020,2,3,4,2,4,Patch
Patch,4,5,2007,7,10,3,4,3,Majeur
Bug,3,4,2006,6,9,3,3,14,Patch
Sous-tâche,3,5,2014,3,8,4,4,2,Patch
Amélioration,5,4,2020,7,3,4,4,29,Majeur
Bug,4,5,2008,7,10,3,3,7,Majeur
Amélioration,3,5,2018,2,12,3,4,1,Mineur
Bug,4,5,2016,7,11,4,2,4,Mineur
Tâche,5,5,2013,1,11,4,4,5,Patch
Nouvelle fonctionnalité,5,4,2018,1,8,4,2,28,Majeur
Amélioration,4,5,2005,2,8,3,4,2,Mineur
Nouvelle fonctionnalité,4,4,2016,1,11,4,4,15,Patch
Bug,3,4,2021,4,5,4,3,14,Patch
Patch,3,5,2018,7,7,4,4,4,Majeur
Amélioration,5,4,2022,2,7,4,2,28,Mineur
Sous-tâche,4,5,2017,2,9,4,2,4,Majeur
Bug,4,5,2007,6,10,3,3,6,Mineur
Patch,5,4,2012,4,9,4,4,26,Mineur
Sous-tâche,5,4,2010,4,11,3,3,26,Patch
Sous-tâche,3,5,2015,6,3,3,3,2,Majeur
Bug,5,4,2017,5,11,3,3,27,Majeur
Patch,3,4,2013,5,1,3,3,12,Patch
Nouvelle fonctionnalité,5,4,2020,6,10,4,4,26,Mineur
Patch,5,4,2016,1,11,4,2,29,Majeur
Patch,4,4,2014,4,9,4,3,16,Mineur
Amélioration,3,4,2009,5,8,4,3,12,Mineur
Sous-tâche,4,5,2011,6,11,3,3,7,Patch
Amélioration,3,5,2018,1,7,4,3,1,Patch
Patch,3,4,2018,1,10,4,3,12,Patch
Patch,4,4,2006,3,8,3,4,17,Majeur
Bug,3,4,2014,3,11,3,2,12,Majeur
Tâche,4,4,2022,7,3,3,3,15,Mineur
Sous-tâche,4,5,2021,1,2,3,2,7,Patch
Nouvelle fonctionnalité,3,5,2015,5,5,3,2,5,Mineur
Amélioration,3,4,2008,6,6,3,4,10,Patch
Bug,4,5,2009,7,2,4,3,4,Majeur
Nouvelle fonctionnalité,3,5,2008,5,1,3,2,3,Mineur
Tâche,5,5,2007,3,12,3,4,7,Patch
Patch,5,5,2019,2,9,3,2,6,Patch
Patch,5,4,2006,7,5,4,3,26,Majeur
Amélioration,3,5,2013,6,6,3,3,5,Patch
Nouvelle fonctionnalité,4,4,2009,3,5,3,3,15,Mineur
Amélioration,3,4,2017,6,2,3,2,10,Majeur
Bug,5,5,2016,2,5,3,3,8,Mineur
Amélioration,3,4,2017,2,10,3,3,10,Patch
Nouvelle fonctionnalité,4,4,2014,1,12,3,4,17,Mineur
Amélioration,3,5,2018,2,3,4,3,4,Majeur
Tâche,5,5,2019,4,7,4,3,4,Majeur
Sous-tâche,4,5,2018,7,5,4,2,2,Patch
Patch,4,5,2005,5,9,4,4,7,Patch
Amélioration,3,4,2010,1,12,4,4,11,Patch
Patch,5,5,2012,1,9,4,2,7,Majeur
Tâche,5,5,2007,5,8,3,4,8,Mineur
Bug,5,4,2009,4,8,3,4,25,Majeur
Nouvelle fonctionnalité,4,5,2021,5,8,4,2,7,Patch
Bug,3,5,2009,5,1,3,4,1,Mineur
Amélioration,4,4,2019,1,9,3,2,16,Majeur
Tâche,4,5,2006,1,11,4,3,4,Majeur
Bug,4,4,2022,3,7,4,3,15,Patch
Patch,5,5,2013,1,10,3,3,4,Mineur
Bug,5,5,2004,3,8,4,3,7,Mineur
Tâche,5,5,2021,3,7,3,3,5,Patch
Bug,3,5,2006,7,11,3,3,1,Mineur
Bug,5,4,2011,2,6,4,3,29,Patch
Nouvelle fonctionnalité,4,4,2020,3,10,4,3,17,Mineur
Amélioration,3,4,2021,5,2,4,4,14,Majeur
Sous-tâche,4,5,2013,5,1,4,4,2,Majeur
Bug,5,5,2022,4,7,4,2,5,Majeur
Tâche,4,4,2005,2,8,4,2,15,Patch
Tâche,4,4,2020,7,6,3,2,16,Mineur
Nouvelle fonctionnalité,4,5,2005,5,3,3,3,7,Mineur
Bug,5,4,2009,4,9,3,3,26,Mineur
Nouvelle fonctionnalité,3,5,2021,3,9,3,2,5,Majeur
Tâche,4,5,2004,5,1,3,4,2,Majeur
Nouvelle fonctionnalité,3,5,2008,4,6,4,2,3,Majeur
Amélioration,4,5,2006,1,1,3,4,5,Patch
Patch,3,4,2019,4,6,4,2,14,Majeur
Bug,3,4,2004,3,2,4,2,12,Mineur
Tâche,5,5,2018,6,8,4,2,8,Patch
Nouvelle fonctionnalité,4,5,2018,2,3,4,3,7,Majeur
Patch,5,5,2009,7,3,3,2,6,Majeur
Bug,3,5,2018,2,9,4,3,1,Patch
Sous-tâche,3,4,2004,4,7,4,3,13,Mineur
Sous-tâche,5,5,2006,2,5,3,2,9,Majeur
Patch,4,4,2007,3,3,4,3,17,Mineur
Tâche,4,5,2015,1,8,3,2,4,Patch
Tâche,3,5,2022,3,6,3,2,3,Mineur
Amélioration,3,4,2011,2,11,4,2,10,Mineur
Nouvelle fonctionnalité,3,5,2019,1,10,4,2,3,Majeur
Bug,4,4,2016,2,4,4,2,17,Mineur
Tâche,4,4,2017,1,6,3,2,16,Majeur
Amélioration,3,4,2018,6,11,4,4,10,Patch
Bug,4,4,2010,6,4,3,2,16,Patch
Patch,5,4,2013,6,4,4,3,26,Mineur
Sous-tâche,5,4,2016,6,5,3,2,27,Mineur
Amélioration,4,5,2005,5,1,3,3,5,Patch
Bug,4,5,2007,1,3,3,2,7,Mineur
Bug,5,4,2022,1,4,4,4,29,Patch
Sous-tâche,3,4,2010,5,4,3,4,14,Majeur
Amélioration,3,4,2014,2,3,4,4,10,Patch
Tâche,5,5,2007,7,3,4,2,9,Majeur
Nouvelle fonctionnalité,4,5,2022,5,9,4,4,5,Patch
Nouvelle fonctionnalité,4,5,2008,5,8,4,4,3,Majeur
Bug,4,4,2005,5,10,4,4,15,Mineur
Amélioration,5,4,2004,7,1,4,3,26,Patch
Amélioration,4,4,2013,4,5,3,2,15,Majeur
Bug,5,4,2020,3,9,4,4,27,Majeur
Sous-tâche,4,5,2015,4,10,3,3,3,Majeur
Sous-tâche,4,5,2019,3,6,3,2,6,Patch
Patch,4,4,2020,2,4,4,4,15,Patch
Amélioration,4,4,2013,7,11,3,3,17,Majeur
Sous-tâche,4,5,2018,4,4,3,4,3,Mineur
Amélioration,4,5,2009,3,10,3,4,7,Majeur
Sous-tâche,3,4,2011,3,5,3,4,13,Majeur
Tâche,3,5,2013,7,8,4,2,3,Mineur
Patch,3,4,2020,7,3,4,2,13,Majeur
Nouvelle fonctionnalité,4,4,2014,4,9,3,3,17,Majeur
Patch,3,4,2021,5,6,3,2,11,Majeur
Bug,3,5,2014,2,2,4,3,4,Mineur
Nouvelle fonctionnalité,3,4,2017,3,4,4,2,13,Majeur
Patch,3,5,2015,2,2,4,2,5,Majeur
Bug,3,4,2016,1,10,3,2,12,Majeur
Tâche,3,4,2013,7,12,4,4,11,Patch
Amélioration,5,4,2015,7,1,4,2,26,Mineur
Bug,5,4,2017,4,4,4,2,28,Mineur
Amélioration,3,4,2018,6,1,3,2,10,Mineur
Patch,3,5,2004,6,3,4,2,4,Patch
Patch,3,5,2008,1,5,3,3,3,Majeur
Bug,4,5,2012,7,7,4,3,5,Majeur
Tâche,3,4,2011,2,12,3,2,13,Mineur
Sous-tâche,3,5,2022,4,6,3,3,1,Patch
Sous-tâche,4,4,2014,5,6,4,2,17,Patch
Nouvelle fonctionnalité,4,5,2011,4,1,4,2,7,Mineur
Bug,5,5,2021,2,4,3,4,8,Majeur
Amélioration,3,4,2019,7,10,3,4,13,Mineur
Tâche,5,4,2018,3,3,4,4,28,Patch
Patch,5,5,2022,5,10,3,4,8,Majeur
Sous-tâche,4,5,2019,1,1,4,3,2,Patch
Sous-tâche,3,5,2022,7,11,4,2,3,Patch
Tâche,4,5,2013,6,8,3,2,3,Majeur
Amélioration,4,5,2018,7,4,3,4,3,Patch
Amélioration,4,5,2014,1,7,4,2,2,Mineur
Nouvelle fonctionnalité,5,5,2018,7,6,3,2,9,Mineur
Patch,3,5,2018,5,3,3,4,1,Majeur
Amélioration,4,5,2022,3,5,3,2,5,Patch
Sous-tâche,4,5,2011,4,12,3,2,2,Majeur
Nouvelle fonctionnalité,4,4,2010,7,2,4,4,15,Mineur
Nouvelle fonctionnalité,5,4,2009,4,4,3,3,27,Majeur
Nouvelle fonctionnalité,5,4,2010,1,6,4,4,28,Majeur
Patch,3,5,2008,7,9,4,2,1,Mineur
Tâche,3,5,2014,2,8,3,2,3,Majeur
Sous-tâche,3,5,2019,6,10,3,3,3,Mineur
Patch,5,4,2016,5,11,3,4,28,Majeur
Bug,4,5,2017,3,10,3,2,5,Mineur
Patch,4,4,2010,2,9,4,2,15,Patch
Tâche,5,5,2004,1,12,4,4,6,Mineur
Amélioration,4,5,2013,4,8,4,4,2,Patch
Patch,5,5,2017,4,4,4,3,4,Patch
Tâche,3,5,2007,7,2,3,2,4,Majeur
Sous-tâche,5,5,2008,5,6,3,3,7,Mineur
Bug,5,4,2020,1,1,4,3,26,Patch
Bug,4,5,2008,4,6,3,3,2,Mineur
Bug,4,4,2004,4,6,3,4,17,Majeur
Patch,5,4,2017,6,4,4,3,26,Patch
Patch,3,4,2022,7,7,4,2,12,Mineur
Patch,4,4,2018,7,10,4,3,17,Majeur
Bug,5,4,2019,1,4,3,4,28,Patch
Tâche,3,4,2004,1,10,3,2,10,Patch
Amélioration,5,4,2008,7,5,3,2,26,Mineur
Tâche,5,4,2014,4,7,4,4,29,Patch
Sous-tâche,4,5,2004,2,8,4,4,4,Mineur
Bug,3,4,2017,1,10,3,3,11,Patch
Bug,5,5,2004,3,2,3,2,8,Mineur
Patch,3,4,2004,6,11,4,3,10,Majeur
Amélioration,5,5,2015,7,9,4,2,5,Mineur
Amélioration,3,4,2014,1,12,4,4,12,Mineur
Bug,4,4,2008,3,7,4,3,16,Mineur
Amélioration,5,5,2005,2,2,4,2,7,Patch
Patch,4,4,2019,1,8,3,2,16,Mineur
Tâche,4,5,2017,4,5,3,2,7,Patch
Bug,3,4,2017,2,6,3,3,13,Majeur
Nouvelle fonctionnalité,4,5,2009,7,12,4,4,7,Mineur
Nouvelle fonctionnalité,4,5,2021,4,2,3,2,7,Patch
Nouvelle fonctionnalité,3,5,2009,6,4,4,3,5,Patch
Amélioration,5,4,2011,7,1,3,3,29,Patch
